run	success	duration	cost	ftissue_hctz	Kp_hctz	Ka_dis_hctz	GU__HCTZABS_k	KI__HCTZEX_k	message	x	x0
6	True	34.53857207298279	135.72783609809173	6.099689443549441	0.2507101535373348	0.15982159150168704	0.1806629447046129	1.1128246618486395	`xtol` termination condition is satisfied.	[6.09968944 0.25071015 0.15982159 0.18066294 1.11282466]	"[2.95793690e+00 4.21512081e-01 3.02708677e-04 6.23415723e-04
 8.48113647e-01]"
8	True	31.256593227386475	136.61348175680212	1.037841872843222	0.25000676079338624	0.15566611244465456	0.060750107698995734	1.007937748343105	`xtol` termination condition is satisfied.	[1.03784187 0.25000676 0.15566611 0.06075011 1.00793775]	[1.5008863  0.82599805 0.06354438 5.60063386 0.6398495 ]
1	True	38.23610281944275	137.39324991366132	6.754918819212297	0.2500085504085687	0.1461163141077597	2.2826986257655637	1.0002003829376054	`xtol` termination condition is satisfied.	[6.75491882 0.25000855 0.14611631 2.28269863 1.00020038]	"[5.05170063e+00 3.60190886e-01 5.82767003e-03 1.49724063e-04
 4.13613905e-01]"
81	True	39.36979007720947	138.58525267098372	3.0696188423858817	0.25000294278128654	0.14958400250271028	0.5588568987761929	1.0254547538883472	`xtol` termination condition is satisfied.	[3.06961884 0.25000294 0.149584   0.5588569  1.02545475]	"[8.03250550e+00 7.57345400e-01 1.66608081e-02 1.48511168e-03
 4.98983573e-01]"
79	True	29.481913805007935	143.83171981686542	1.0105031763249424	0.25000000966036	0.14318351266303986	0.6023279255037094	0.9923204750691451	`xtol` termination condition is satisfied.	[1.01050318 0.25000001 0.14318351 0.60232793 0.99232048]	[1.77889705 0.46458458 0.00722472 0.07580891 0.61980389]
80	True	31.105602741241455	144.93020472780816	0.9414321746152224	0.25006535732213625	0.13531360667007042	1.36864921153383	0.963208241837172	`xtol` termination condition is satisfied.	[0.94143217 0.25006536 0.13531361 1.36864921 0.96320824]	"[2.55724727e-01 2.60809470e-01 2.03576415e-04 2.28763750e-02
 5.31886611e+00]"
66	True	27.356253623962402	145.29984645281544	0.7948646882795396	0.25030152467311845	0.13792947280381898	3.328693351435883	0.9821806372942974	`xtol` termination condition is satisfied.	[0.79486469 0.25030152 0.13792947 3.32869335 0.98218064]	"[5.48748279e+00 3.28209424e-01 1.37044290e-04 1.29997490e-02
 2.36045177e+00]"
57	True	25.741644859313965	152.9190801088464	2.495232568983567	0.9982247875165142	0.37129968394663954	1.3186427747311875	1.1462511633021182	`xtol` termination condition is satisfied.	[2.49523257 0.99822479 0.37129968 1.31864277 1.14625116]	[0.84368181 0.73364107 2.0421071  0.25385276 9.82444862]
7	True	43.98991107940674	8511.300261489054	2.2297185907705925	0.9999856304438655	9.997398522575597	9.876725142649756	1.1356644412654695	`xtol` termination condition is satisfied.	[2.22971859 0.99998563 9.99739852 9.87672514 1.13566444]	[0.0122233  0.5716621  7.11811104 2.65947285 0.16390616]
67	True	40.54686713218689	8511.459978898498	2.1796436752212314	0.9999976516482518	9.995840570040672	9.124987110944376	1.136608222525187	`xtol` termination condition is satisfied.	[2.17964368 0.99999765 9.99584057 9.12498711 1.13660822]	[0.01083107 0.78384542 7.84247254 0.29311365 0.68792824]
89	True	47.98933458328247	8511.615773498295	2.17595499377602	0.9999464228714587	9.995476652408252	8.0171113284854	1.136382248895717	`xtol` termination condition is satisfied.	[2.17595499 0.99994642 9.99547665 8.01711133 1.13638225]	[0.47069304 0.298999   7.17821657 0.4341728  0.2396794 ]
